NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	185	0.53891176	3.128719	0.0	0.0	0.0	3801	tags=63%, list=28%, signal=86%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	171	0.4748643	2.690821	0.0	0.0	0.0	2421	tags=49%, list=18%, signal=58%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	166	0.44919497	2.5631418	0.0	0.0	0.0	3106	tags=50%, list=23%, signal=64%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	144	0.4529196	2.5347848	0.0	0.0	0.0	3236	tags=53%, list=24%, signal=68%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	182	0.42607656	2.5344427	0.0	0.0	0.0	3535	tags=52%, list=26%, signal=69%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	99	0.46219733	2.4237635	0.0	0.0	0.0	3246	tags=54%, list=24%, signal=70%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	60	0.5029583	2.3976223	0.0	0.0	0.0	3314	tags=53%, list=24%, signal=70%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	130	0.40164497	2.2014992	0.0	0.0	0.0	3596	tags=51%, list=26%, signal=68%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	39	0.5060354	2.1994052	0.0	0.0	0.0	4248	tags=72%, list=31%, signal=104%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	93	0.40939546	2.169724	0.0	0.0	0.0	3105	tags=49%, list=23%, signal=64%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	163	0.35343572	2.04059	0.0	0.0	0.0	2421	tags=38%, list=18%, signal=46%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	184	0.34181172	1.975734	0.0	0.0	0.0	3071	tags=41%, list=22%, signal=52%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	151	0.34089568	1.9598169	0.0	0.0	0.0	3614	tags=48%, list=26%, signal=64%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	155	0.29414022	1.6752542	0.0	0.0054359916	0.02	2943	tags=34%, list=21%, signal=42%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	157	0.28636086	1.6467822	0.0	0.0064097038	0.025	2396	tags=29%, list=17%, signal=35%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	23	0.41668987	1.5624602	0.03215434	0.016264198	0.061	3396	tags=61%, list=25%, signal=81%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	181	0.26314494	1.5291091	0.0078125	0.020223571	0.08	2470	tags=30%, list=18%, signal=36%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	105	0.28331897	1.5128782	0.0	0.022391528	0.094	3360	tags=39%, list=25%, signal=51%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	161	0.26663646	1.5117322	0.006060606	0.021456446	0.095	2503	tags=30%, list=18%, signal=37%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	186	0.2542838	1.4649451	0.0	0.027595337	0.128	2635	tags=30%, list=19%, signal=37%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		160	0.25372353	1.4483312	0.0	0.028861264	0.141	2628	tags=33%, list=19%, signal=41%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		161	0.24922328	1.412028	0.0074626864	0.039349977	0.194	2602	tags=29%, list=19%, signal=36%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		57	0.29195192	1.373295	0.057251908	0.051645074	0.257	3821	tags=39%, list=28%, signal=53%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		32	0.33158275	1.3550001	0.07885305	0.05708479	0.29	1585	tags=28%, list=12%, signal=32%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE		129	0.24662282	1.3504685	0.017964073	0.05598772	0.296	4088	tags=47%, list=30%, signal=66%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		129	0.23964456	1.305783	0.0375	0.07690266	0.388	2661	tags=30%, list=19%, signal=37%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		134	0.22212821	1.2269688	0.03773585	0.1356334	0.59	2795	tags=31%, list=20%, signal=39%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		87	0.23370846	1.2241493	0.086538464	0.1323608	0.593	4494	tags=41%, list=33%, signal=61%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		171	0.21397205	1.2175667	0.049586777	0.1330907	0.612	1897	tags=23%, list=14%, signal=27%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		169	0.20625247	1.1842278	0.096	0.16517653	0.707	2382	tags=25%, list=17%, signal=30%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		160	0.18184787	1.0501076	0.33088234	0.40637204	0.951	2384	tags=23%, list=17%, signal=28%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		66	0.20437631	0.98426443	0.43722942	0.5732377	0.99	2221	tags=21%, list=16%, signal=25%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		33	0.22273317	0.92266846	0.5816994	0.72542787	1.0	2334	tags=27%, list=17%, signal=33%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		132	0.16924971	0.9132496	0.7214286	0.7291174	1.0	3685	tags=33%, list=27%, signal=44%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		45	0.19541152	0.8514733	0.7203065	0.8641186	1.0	2872	tags=31%, list=21%, signal=39%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		88	0.16080268	0.8326253	0.83246076	0.8773014	1.0	2954	tags=26%, list=22%, signal=33%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		25	0.19822875	0.763409	0.8495298	0.939194	1.0	225	tags=8%, list=2%, signal=8%	
