NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	223	0.5195836	2.9920874	0.0	0.0	0.0	6407	tags=66%, list=32%, signal=95%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	124	0.50048345	2.6233902	0.0	0.0	0.0	4850	tags=52%, list=24%, signal=68%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	235	0.42344275	2.4741142	0.0	0.0	0.0	4169	tags=46%, list=21%, signal=57%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	179	0.43747166	2.457219	0.0	0.0	0.0	4227	tags=46%, list=21%, signal=58%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	203	0.40513873	2.3096642	0.0	0.0	0.0	5803	tags=53%, list=29%, signal=73%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	246	0.3963967	2.2886865	0.0	0.0	0.0	5789	tags=52%, list=29%, signal=71%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	186	0.3959461	2.2708993	0.0	0.0	0.0	4348	tags=40%, list=21%, signal=51%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	121	0.41473094	2.1985946	0.0	0.0	0.0	4850	tags=47%, list=24%, signal=62%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	217	0.3770332	2.1794298	0.0	0.0	0.0	5656	tags=49%, list=28%, signal=67%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	219	0.3505219	2.054493	0.0	0.0	0.0	4737	tags=41%, list=23%, signal=53%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	235	0.35044208	2.0250895	0.0	2.070707E-4	0.001	4717	tags=39%, list=23%, signal=50%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	51	0.44043827	1.9521233	0.0	1.8981482E-4	0.001	4892	tags=47%, list=24%, signal=62%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	225	0.32399574	1.8859415	0.0	0.0012169819	0.006	4291	tags=36%, list=21%, signal=45%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	223	0.32070118	1.8536711	0.0	0.0017623596	0.009	4625	tags=37%, list=23%, signal=47%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	95	0.35702154	1.7818363	0.0	0.002328507	0.013	3855	tags=33%, list=19%, signal=40%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	195	0.30532166	1.7333548	0.0	0.0027636038	0.017	4572	tags=35%, list=23%, signal=45%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	235	0.29109785	1.7176816	0.0	0.0031780796	0.02	4510	tags=36%, list=22%, signal=46%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	222	0.2850283	1.641378	0.0	0.005189324	0.033	3438	tags=27%, list=17%, signal=32%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	228	0.28183404	1.6310487	0.0	0.0053340797	0.036	4745	tags=35%, list=23%, signal=45%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	238	0.27010855	1.5757049	0.0	0.008447039	0.062	4673	tags=34%, list=23%, signal=44%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		40	0.371858	1.5523626	0.013661202	0.009678293	0.075	5716	tags=50%, list=28%, signal=69%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		238	0.26525438	1.5468335	0.0	0.0100981435	0.082	5162	tags=35%, list=25%, signal=47%	
