NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	223	0.5195836	3.0800498	0.0	0.0	0.0	6407	tags=66%, list=32%, signal=95%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	124	0.50048345	2.6241562	0.0	0.0	0.0	4850	tags=52%, list=24%, signal=68%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	235	0.42344275	2.499672	0.0	0.0	0.0	4169	tags=46%, list=21%, signal=57%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	179	0.43747166	2.436685	0.0	0.0	0.0	4227	tags=46%, list=21%, signal=58%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	246	0.3963967	2.3360374	0.0	0.0	0.0	5789	tags=52%, list=29%, signal=71%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	203	0.40513873	2.3256571	0.0	0.0	0.0	5803	tags=53%, list=29%, signal=73%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	186	0.3959461	2.2408607	0.0	0.0	0.0	4348	tags=40%, list=21%, signal=51%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	121	0.41473094	2.1987758	0.0	0.0	0.0	4850	tags=47%, list=24%, signal=62%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	217	0.3770332	2.164029	0.0	0.0	0.0	5656	tags=49%, list=28%, signal=67%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	235	0.35044208	2.0404353	0.0	5.125E-4	0.002	4717	tags=39%, list=23%, signal=50%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	219	0.3505219	2.0243015	0.0	4.6590908E-4	0.002	4737	tags=41%, list=23%, signal=53%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	51	0.44043827	1.9598927	0.0	7.3768944E-4	0.003	4892	tags=47%, list=24%, signal=62%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	225	0.32399574	1.889482	0.0	9.062188E-4	0.004	4291	tags=36%, list=21%, signal=45%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	223	0.32070118	1.8718419	0.0	8.414889E-4	0.004	4625	tags=37%, list=23%, signal=47%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	95	0.35702154	1.8086406	0.0	0.0010890933	0.006	3855	tags=33%, list=19%, signal=40%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	195	0.30532166	1.7309924	0.0	0.0029766522	0.017	4572	tags=35%, list=23%, signal=45%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	235	0.29109785	1.6794362	0.0	0.004274873	0.026	4510	tags=36%, list=22%, signal=46%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	222	0.2850283	1.631506	0.0	0.0066204453	0.042	3438	tags=27%, list=17%, signal=32%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	228	0.28183404	1.6312271	0.0	0.006468173	0.043	4745	tags=35%, list=23%, signal=45%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	238	0.27010855	1.5792234	0.0	0.009087983	0.061	4673	tags=34%, list=23%, signal=44%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		40	0.371858	1.5792189	0.030898876	0.008655222	0.061	5716	tags=50%, list=28%, signal=69%	
FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP		74	0.31625462	1.5321035	0.01183432	0.012248841	0.09	5200	tags=39%, list=26%, signal=52%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		238	0.26525438	1.5311564	0.0	0.011853407	0.091	5162	tags=35%, list=25%, signal=47%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		234	0.2608842	1.5281004	0.0	0.011836424	0.095	5284	tags=36%, list=26%, signal=49%	
