NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	37	0.6396152	2.0050282	0.0	0.0	0.0	3141	tags=51%, list=19%, signal=63%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	184	0.4993091	1.9386121	0.0	9.0816326E-4	0.002	3600	tags=38%, list=22%, signal=48%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	58	0.5647737	1.9157668	0.0	9.017385E-4	0.003	3589	tags=45%, list=22%, signal=57%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	206	0.47713596	1.8805659	0.0	8.846372E-4	0.004	3395	tags=39%, list=21%, signal=49%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	155	0.4407437	1.6929748	0.0	0.0052235792	0.03	3133	tags=34%, list=19%, signal=42%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	196	0.4320256	1.6895142	0.0	0.0047786427	0.033	3586	tags=37%, list=22%, signal=46%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	154	0.4353965	1.6539526	0.0	0.0067545124	0.055	3440	tags=36%, list=21%, signal=45%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	204	0.41308293	1.6122564	0.0	0.008991561	0.083	4463	tags=42%, list=27%, signal=57%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	140	0.42222682	1.6095306	0.0021762785	0.008377283	0.086	4725	tags=48%, list=29%, signal=67%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	42	0.47613025	1.5549846	0.018324608	0.01525321	0.168	4360	tags=48%, list=27%, signal=65%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	213	0.39493465	1.5411181	0.0	0.016466508	0.197	3409	tags=29%, list=21%, signal=36%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	44	0.47344747	1.5165285	0.0163522	0.01908341	0.241	4679	tags=45%, list=29%, signal=63%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	209	0.37102914	1.4525418	0.0041710115	0.037414204	0.436	3192	tags=30%, list=19%, signal=36%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	34	0.4669664	1.4266084	0.0489418	0.046773672	0.531	4198	tags=41%, list=26%, signal=55%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	30	0.46018276	1.3841617	0.08	0.06998074	0.697	3090	tags=37%, list=19%, signal=45%	
FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	Details ...	71	0.38110766	1.3449495	0.065789476	0.09947266	0.852	2596	tags=25%, list=16%, signal=30%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	185	0.34567943	1.3365018	0.024416136	0.101593465	0.87	3264	tags=26%, list=20%, signal=32%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	200	0.341988	1.3136513	0.03364879	0.12186873	0.921	4363	tags=36%, list=27%, signal=48%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	197	0.33264077	1.3098451	0.039296795	0.11890941	0.924	2952	tags=25%, list=18%, signal=31%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	140	0.31646964	1.1985791	0.15550756	0.29976392	0.999	4339	tags=36%, list=26%, signal=48%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		212	0.2999336	1.1732785	0.1509434	0.34496105	1.0	4281	tags=32%, list=26%, signal=42%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		74	0.3287602	1.1537052	0.24703088	0.3759077	1.0	5403	tags=43%, list=33%, signal=64%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		112	0.29764313	1.0941448	0.32	0.52590793	1.0	4137	tags=29%, list=25%, signal=39%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		168	0.27894816	1.0790565	0.3251073	0.54931045	1.0	2767	tags=18%, list=17%, signal=22%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		79	0.29752326	1.0667516	0.33920187	0.56353015	1.0	3211	tags=20%, list=20%, signal=25%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		108	0.28041592	1.0385882	0.40248027	0.62437135	1.0	4217	tags=29%, list=26%, signal=38%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		205	0.2560447	1.009821	0.4632353	0.6836415	1.0	4147	tags=30%, list=25%, signal=40%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		228	0.25588962	1.0003461	0.5073222	0.68640244	1.0	2943	tags=20%, list=18%, signal=24%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS		162	0.2562452	0.98422384	0.50478214	0.70867765	1.0	4349	tags=31%, list=27%, signal=42%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		100	0.26979327	0.9765226	0.5274972	0.70631266	1.0	5049	tags=34%, list=31%, signal=49%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		121	0.2583586	0.97363365	0.5547046	0.6909381	1.0	5209	tags=36%, list=32%, signal=52%	
