NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	204	0.5164242	2.2001836	0.0	0.0	0.0	3507	tags=46%, list=21%, signal=58%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	37	0.6487648	2.1078055	0.0	0.0	0.0	2612	tags=43%, list=16%, signal=51%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	152	0.49367112	2.0359826	0.0	0.0	0.0	4413	tags=49%, list=27%, signal=66%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	155	0.47978428	1.9885567	0.0	0.0	0.0	4032	tags=47%, list=25%, signal=62%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	188	0.45045707	1.8916442	0.0	0.0	0.0	4025	tags=40%, list=24%, signal=52%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	196	0.42937827	1.8035647	0.0	0.0015473224	0.009	2169	tags=30%, list=13%, signal=34%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	58	0.5068044	1.7998955	0.0013888889	0.0014691335	0.01	2540	tags=34%, list=15%, signal=41%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	33	0.5148347	1.6416543	0.011851852	0.009340002	0.07	1283	tags=24%, list=8%, signal=26%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	212	0.38236487	1.6224757	0.0011467889	0.010232325	0.086	3976	tags=38%, list=24%, signal=49%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	207	0.38080153	1.616517	0.0	0.010149661	0.094	2832	tags=29%, list=17%, signal=34%	
FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	Details ...	71	0.43233016	1.5968171	0.009536785	0.0126515655	0.126	4001	tags=44%, list=24%, signal=57%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	109	0.40036196	1.5838675	0.0025806453	0.013543275	0.148	2193	tags=25%, list=13%, signal=28%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	184	0.37641335	1.5714911	0.0023894862	0.014344172	0.167	3976	tags=36%, list=24%, signal=47%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	197	0.369021	1.5691446	0.0011933175	0.013537434	0.17	3868	tags=36%, list=24%, signal=46%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	162	0.37125024	1.539347	0.0	0.01705795	0.223	3463	tags=33%, list=21%, signal=41%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	30	0.4782408	1.5230533	0.041990668	0.018476557	0.255	4071	tags=47%, list=25%, signal=62%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	185	0.35939342	1.5063133	0.0	0.020694524	0.301	4748	tags=39%, list=29%, signal=54%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	73	0.3762751	1.3979245	0.048010975	0.060708754	0.661	2522	tags=25%, list=15%, signal=29%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	99	0.3582499	1.3912605	0.044155844	0.061023105	0.683	5496	tags=43%, list=33%, signal=65%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	43	0.41420245	1.3880651	0.06465517	0.05947797	0.692	3732	tags=37%, list=23%, signal=48%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		78	0.36140022	1.342362	0.06368563	0.087314	0.85	1664	tags=18%, list=10%, signal=20%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		205	0.3120082	1.3216279	0.036130536	0.099503614	0.901	3177	tags=26%, list=19%, signal=32%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		34	0.41548857	1.3211755	0.108308606	0.095412925	0.902	2545	tags=32%, list=15%, signal=38%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		141	0.32169324	1.3135196	0.049878344	0.09740719	0.917	4837	tags=38%, list=29%, signal=54%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		203	0.30925485	1.3040537	0.041666668	0.102414936	0.941	3625	tags=33%, list=22%, signal=41%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		122	0.3122239	1.2507119	0.10025707	0.15772054	0.994	4768	tags=35%, list=29%, signal=49%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		171	0.3006797	1.2434905	0.07645631	0.1610537	0.995	2552	tags=20%, list=16%, signal=23%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		111	0.31643263	1.234168	0.12612613	0.16695888	0.996	5398	tags=45%, list=33%, signal=67%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		204	0.26234773	1.118636	0.21893491	0.36850804	1.0	2387	tags=22%, list=15%, signal=25%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		203	0.2615285	1.1009078	0.2734742	0.39503786	1.0	3872	tags=28%, list=24%, signal=36%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		107	0.2692683	1.0605446	0.34394905	0.4841075	1.0	3241	tags=26%, list=20%, signal=32%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		114	0.26216266	1.0452733	0.3939009	0.5083437	1.0	4488	tags=32%, list=27%, signal=43%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		42	0.31276783	1.0390527	0.3972028	0.50904125	1.0	5413	tags=48%, list=33%, signal=71%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		227	0.23897521	1.0145323	0.43896714	0.5567338	1.0	3888	tags=25%, list=24%, signal=32%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		161	0.24421482	1.0039607	0.48514852	0.5687154	1.0	2567	tags=19%, list=16%, signal=23%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		138	0.24378707	1.0016707	0.4692597	0.5586417	1.0	2626	tags=21%, list=16%, signal=25%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		210	0.23544247	0.9879272	0.506463	0.5752644	1.0	2329	tags=16%, list=14%, signal=19%	
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP		57	0.26265556	0.9447767	0.5564626	0.66379154	1.0	2596	tags=21%, list=16%, signal=25%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		216	0.21452613	0.91359806	0.67068756	0.71965057	1.0	4047	tags=27%, list=25%, signal=36%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE		182	0.19235532	0.81172055	0.86444706	0.91075605	1.0	4010	tags=24%, list=24%, signal=32%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		171	0.1896181	0.7891052	0.9076023	0.9261138	1.0	3081	tags=16%, list=19%, signal=19%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		122	0.18551701	0.7421368	0.9324324	0.9601091	1.0	4074	tags=25%, list=25%, signal=32%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		221	0.16864397	0.7215582	0.9802095	0.9548176	1.0	3418	tags=19%, list=21%, signal=24%	
