NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	42	0.5462663	1.891701	0.0014164306	0.0031578946	0.003	3506	tags=38%, list=17%, signal=46%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	124	0.39123315	1.6067567	0.0	0.037701108	0.076	6700	tags=49%, list=33%, signal=73%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	40	0.4496902	1.5704206	0.021021022	0.040039822	0.116	329	tags=15%, list=2%, signal=15%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	227	0.34621647	1.5570618	0.0011890606	0.036448874	0.138	7450	tags=52%, list=36%, signal=80%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	221	0.33560714	1.5161006	0.0012210013	0.047871213	0.22	5955	tags=37%, list=29%, signal=51%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	161	0.34686777	1.4977686	0.0038412292	0.048324537	0.263	5458	tags=39%, list=27%, signal=52%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	220	0.3269336	1.4702928	0.0	0.055972572	0.328	5458	tags=35%, list=27%, signal=48%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	227	0.3226204	1.4576529	0.004819277	0.057565294	0.377	5113	tags=29%, list=25%, signal=38%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	237	0.31829947	1.4400214	0.0035928143	0.060748894	0.43	5610	tags=36%, list=27%, signal=49%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	93	0.34475464	1.4053317	0.034391534	0.081828125	0.573	6571	tags=46%, list=32%, signal=68%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	99	0.35064003	1.4046423	0.03576159	0.07524273	0.574	4991	tags=38%, list=24%, signal=51%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	224	0.31074214	1.3974528	0.008464329	0.07484411	0.608	6692	tags=44%, list=33%, signal=64%	
